sale_id,sale_ts,customer_id,product_id,qty,price,discount
173,2023-12-15 13:53:46,87,103,5,31.76,0.04
174,2023-06-25 14:53:53,87,442,5,493.39,
175,2023-04-03 02:56:32,88,232,4,493.39,0.02
176,2023-05-21 07:37:24,88,67,2,83.43,0.23
177,2023-11-11 15:47:27,89,103,4,482.84,0.01
178,2023-07-11 00:30:45,89,3,3,267.86,
179,2023-11-17 09:03:33,90,197,2,175.45,
180,2023-09-15 21:25:58,90,373,3,412.80,0.09
181,2023-09-24 21:42:47,91,462,5,444.55,0.10
182,2023-09-08 13:04:47,91,115,2,453.91,0.01
183,2023-03-09 07:41:21,92,20,1,88.65,0.20
184,2023-07-12 23:18:48,92,56,3,313.45,0.01
185,2023-12-01 00:43:07,93,243,1,211.30,0.16
186,2023-12-26 05:34:30,93,340,2,317.00,0.20
187,2023-09-24 09:49:46,94,369,5,72.90,0.03
188,2023-11-13 04:17:11,94,135,3,57.60,0.06
189,2023-09-25 07:20:33,95,255,3,151.20,
190,2023-04-17 17:30:01,95,57,3,11.31,
191,2023-10-21 17:59:23,96,371,2,390.87,
192,2023-02-21 09:19:00,96,417,2,488.76,0.02
193,2023-03-31 01:26:10,97,436,3,340.00,0.03
194,2023-01-24 00:21:07,97,319,2,89.40,0.13
195,2023-05-18 03:23:03,98,140,3,95.52,0.29
196,2023-07-17 17:24:44,98,357,4,399.47,
197,2023-01-31 05:48:12,99,93,1,297.42,0.20
198,2023-11-09 13:49:34,99,457,3,431.98,0.22
199,2023-03-08 17:35:18,100,134,4,208.59,
200,2023-12-02 11:26:27,100,290,1,340.57,0.17
201,2023-04-25 12:19:01,101,339,5,351.79,
202,2023-05-08 17:32:47,101,424,3,322.50,
203,2023-10-13 22:18:55,102,241,1,,0.15
204,2023-09-11 06:01:19,102,260,1,163.71,0.08
205,2023-04-25 20:02:34,103,230,4,121.32,0.24
206,2023-02-15 18:08:53,103,207,4,490.43,0.01
207,2023-07-31 01:18:16,104,327,5,413.82,0.29
208,2023-06-05 18:30:28,104,28,5,337.38,0.11
209,2023-04-25 16:32:46,105,367,3,311.78,0.20
210,2023-08-20 04:09:05,105,494,1,114.76,0.25
211,2023-05-30 19:56:26,106,421,5,57.63,0.15
212,2023-07-29 03:53:39,106,235,3,97.83,0.12
213,2023-04-08 12:18:13,107,64,1,28.02,0.20
214,2023-08-19 16:39:10,107,25,5,71.64,0.16
215,2023-10-11 15:45:29,108,297,5,256.62,0.05
216,2023-03-30 04:40:27,108,197,1,302.27,0.15
217,2023-08-03 22:10:22,109,69,2,481.98,0.14
218,2023-03-12 15:01:39,109,441,5,375.47,0.21
219,2023-06-10 20:09:19,110,345,2,313.96,0.10
220,2023-03-09 23:40:08,110,181,2,348.68,0.03
221,2023-10-15 17:29:23,111,431,5,335.24,0.22
222,2023-10-01 10:24:37,111,75,4,263.75,
223,2023-01-28 02:03:39,112,75,2,393.84,0.21
224,2023-02-01 10:44:44,112,445,2,20.99,0.03
225,2023-12-12 20:27:27,113,409,2,282.83,0.24
226,2023-12-23 10:28:21,113,161,1,196.84,0.29
227,2023-10-10 01:57:31,114,227,1,105.53,0.26
228,2023-04-26 23:04:31,114,494,3,275.57,0.23
229,2023-04-10 10:42:38,115,264,4,342.92,0.05
230,2023-03-03 13:44:00,115,300,1,280.52,
231,2023-05-11 00:12:19,116,476,3,469.06,
232,2023-06-15 21:43:54,116,405,1,314.56,0.09
233,2023-10-21 20:01:50,117,267,3,355.30,0.29
234,2023-02-04 18:23:29,117,114,2,270.83,
235,2023-04-20 12:05:00,118,288,3,113.13,0.16
236,2023-11-29 00:19:13,118,319,1,225.61,0.18
237,2023-05-05 01:27:06,119,132,3,399.12,
238,2023-10-04 10:17:50,119,229,1,411.94,0.24
239,2023-09-07 01:35:47,120,86,3,100.29,0.28
240,2023-10-03 19:24:48,120,351,1,109.34,0.06
241,2023-08-06 03:47:01,121,332,2,352.86,0.23
242,2023-02-06 05:35:52,121,28,1,169.20,
243,2023-04-02 09:10:18,122,231,5,411.70,0.12
244,2023-11-19 14:43:31,122,4,4,197.80,
245,2023-11-25 22:30:48,123,476,1,294.88,0.02
246,2023-09-15 03:51:51,123,392,3,154.17,
247,2023-08-13 13:53:12,124,383,4,20.26,0.07
248,2023-07-20 19:52:09,124,408,3,76.32,0.27
249,2023-11-28 13:35:06,125,3,1,279.76,
250,2023-10-21 21:43:24,125,463,4,473.75,0.22
251,2023-06-26 07:42:32,126,95,4,426.47,
252,2023-04-24 22:27:36,126,436,3,94.77,0.26
253,2023-10-09 16:47:38,127,298,5,337.48,0.06
254,2023-09-07 12:02:45,127,318,3,329.46,
255,2023-02-05 07:02:42,128,79,3,167.53,0.21
256,2023-10-17 20:38:19,128,403,3,479.54,0.09
257,2023-04-24 23:19:55,129,246,4,182.95,0.10
258,2023-08-25 16:12:53,129,331,3,246.05,
259,2023-11-07 02:59:04,130,454,3,74.30,0.08
260,2023-11-17 02:47:02,130,297,1,425.55,0.24
261,2023-07-27 21:28:57,131,242,2,278.04,0.30
262,2023-12-01 05:24:41,131,69,3,446.26,0.26
263,2023-08-26 18:14:43,132,123,5,185.11,
264,2023-11-11 06:02:17,132,447,5,83.82,0.17
265,2023-03-16 17:36:13,133,136,3,,0.07
266,2023-07-09 08:31:13,133,470,1,261.35,0.12
267,2023-08-21 01:41:26,134,425,1,165.42,0.16
268,2023-05-21 09:35:13,134,335,5,91.06,0.11
269,2023-02-09 18:48:40,135,445,3,454.09,0.11
270,2023-06-26 17:43:33,135,118,4,8.27,0.13
271,2023-02-09 18:44:01,136,61,3,97.52,0.22
272,2023-12-05 08:23:11,136,108,4,361.53,0.14
273,2023-10-30 05:52:14,137,294,4,,
274,2023-10-31 05:51:59,137,133,2,24.40,0.02
275,2023-04-03 18:48:37,138,369,4,283.98,
276,2023-12-05 10:19:12,138,113,1,305.23,0.14
277,2023-07-30 21:52:33,139,136,2,411.12,0.20
278,2023-03-27 12:28:34,139,9,4,39.08,0.04
279,2023-04-14 19:01:52,140,462,5,414.12,0.05
280,2023-11-11 21:50:18,140,338,1,268.06,0.03
281,2023-03-08 21:58:18,141,268,5,449.00,0.19
282,2023-08-04 13:29:06,141,394,1,217.33,0.14
283,2023-07-15 12:45:43,142,218,5,454.39,0.17
284,2023-03-10 09:16:00,142,307,4,455.49,
285,2023-10-06 14:52:42,143,61,3,356.03,0.17
286,2023-09-24 00:15:42,143,80,4,345.44,0.11
287,2023-08-07 23:43:23,144,142,5,428.21,0.11
288,2023-12-15 14:28:15,144,285,2,392.98,0.11
289,2023-09-05 09:14:23,145,443,3,388.23,0.04
290,2023-12-04 04:20:08,145,206,2,351.16,0.06
291,2023-06-23 20:02:45,146,3,5,354.86,0.29
292,2023-02-16 05:17:28,146,114,4,220.51,
293,2023-07-09 02:54:50,147,315,5,,0.30
294,2023-12-02 18:58:09,147,328,3,300.75,0.25
295,2023-09-11 15:58:56,148,18,1,330.16,0.09
296,2023-11-03 18:35:18,148,336,5,309.52,0.11
297,2023-01-01 05:43:56,149,301,1,390.94,0.12
298,2023-04-13 18:51:01,149,146,1,38.97,
299,2023-10-14 21:13:26,150,233,3,408.68,0.29
300,2023-07-26 20:55:54,150,38,1,206.53,
301,2023-09-15 10:42:48,151,417,3,402.46,0.26
302,2023-10-22 09:06:26,151,493,4,283.77,0.23
303,2023-08-23 16:46:27,152,404,5,243.58,0.11
304,2023-04-23 08:22:17,152,135,3,179.78,0.21
305,2023-05-08 10:27:35,153,92,1,375.65,0.17
306,2023-09-01 11:25:39,153,477,3,288.99,0.22
307,2023-04-08 18:10:04,154,428,2,124.82,0.07
308,2023-05-08 22:31:20,154,340,3,57.81,0.20
309,2023-09-10 22:20:55,155,247,1,273.03,
310,2023-07-10 22:35:52,155,252,3,492.75,0.26
311,2023-04-04 18:36:35,156,270,3,376.33,
312,2023-08-05 17:24:54,156,398,5,,0.26
313,2023-03-31 16:38:45,157,108,1,232.73,0.00
314,2023-07-14 21:09:13,157,122,1,308.33,0.16
315,2023-05-18 17:09:40,158,386,5,96.04,0.13
316,2023-07-10 13:17:31,158,295,4,94.05,
317,2023-12-18 08:19:18,159,101,1,403.02,0.26
318,2023-03-16 05:26:41,159,435,4,92.42,0.30
319,2023-11-19 18:49:25,160,291,5,393.74,0.17
320,2023-01-25 14:30:19,160,323,1,34.72,0.14
321,2023-02-19 16:22:43,161,177,3,183.35,0.24
322,2023-01-11 14:59:30,161,333,1,341.39,0.17
323,2023-11-29 19:36:14,162,397,2,145.88,0.15
324,2023-08-17 02:51:17,162,328,4,234.56,0.26
325,2023-06-22 15:21:28,163,83,5,425.21,
326,2023-06-25 08:18:32,163,139,3,149.22,0.19
327,2023-08-16 13:13:20,164,65,5,227.89,0.26
328,2023-05-01 09:09:43,164,480,1,201.54,
329,2023-08-31 19:58:04,165,43,1,,0.23
330,2023-02-23 09:33:20,165,127,5,329.14,0.09
331,2023-05-26 16:08:05,166,340,2,420.07,
332,2023-07-02 11:50:24,166,70,4,436.09,0.16
333,2023-12-24 19:38:05,167,223,2,230.99,0.26
334,2023-09-26 23:17:38,167,227,5,176.85,0.24
335,2023-06-07 13:19:03,168,418,4,155.27,
336,2023-03-11 12:31:13,168,245,3,9.12,0.28
337,2023-06-03 00:19:57,169,97,4,300.52,0.16
338,2023-07-30 20:24:32,169,194,4,85.82,0.12
339,2023-04-23 09:34:29,170,414,1,123.58,0.27
340,2023-12-22 09:53:53,170,36,3,268.31,0.06
341,2023-04-04 04:58:27,171,252,3,230.39,0.21
342,2023-04-07 11:40:27,171,498,1,485.01,
343,2023-02-22 10:16:17,172,47,3,222.02,
344,2023-03-19 00:32:10,172,191,4,213.02,0.15
345,2023-08-26 01:09:19,173,137,3,376.53,
346,2023-07-20 02:35:56,173,425,5,100.14,0.25
347,2023-01-07 04:26:25,174,102,2,487.61,0.30
348,2023-08-24 03:25:15,174,480,5,108.18,0.29
349,2023-06-15 05:46:29,175,247,1,277.04,
350,2023-11-23 10:52:46,175,121,2,30.78,0.29
351,2023-11-21 15:48:26,176,203,3,,0.18
352,2023-05-05 00:19:30,176,395,1,346.92,0.05
353,2023-02-15 09:03:20,177,389,2,344.54,0.29
354,2023-11-17 02:11:11,177,250,1,81.19,0.03
355,2023-04-30 11:31:55,178,99,5,379.57,0.13
356,2023-01-11 13:45:14,178,362,3,129.09,
357,2023-08-13 20:21:12,179,166,3,247.60,0.16
358,2023-08-28 10:01:27,179,80,5,279.49,
359,2023-08-19 10:45:54,180,376,3,229.77,0.15
360,2023-04-05 00:40:53,180,338,5,389.13,0.22
361,2023-10-03 14:06:29,181,166,2,251.29,0.18
362,2023-07-29 23:20:04,181,428,3,263.98,
363,2023-03-08 06:30:14,182,293,1,245.26,
364,2023-11-25 14:08:54,182,311,4,352.15,0.11
365,2023-02-06 00:28:35,183,328,2,464.56,0.14
366,2023-02-01 13:08:27,183,30,5,445.76,0.24
367,2023-11-12 09:40:40,184,156,5,,
368,2023-02-09 07:51:38,184,270,5,363.96,0.06
369,2023-12-03 09:03:25,185,55,5,93.55,0.12
370,2023-11-23 20:59:31,185,406,3,352.76,0.03
371,2023-04-03 20:01:25,186,478,4,330.48,0.18
372,2023-06-30 11:28:27,186,221,5,165.70,0.23
373,2023-06-15 22:09:05,187,131,2,110.89,0.28
374,2023-07-04 16:28:17,187,146,4,5.10,
375,2023-11-02 00:35:36,188,114,5,445.71,
376,2023-04-20 11:27:55,188,262,1,471.96,0.28
377,2023-10-12 20:46:38,189,188,5,23.68,0.04
378,2023-10-26 09:05:49,189,112,2,153.65,0.17
379,2023-02-09 11:49:18,190,465,4,413.72,0.17
380,2023-02-18 21:40:18,190,400,3,,0.11
381,2023-01-29 12:10:29,191,395,3,219.98,0.04
382,2023-04-27 23:46:01,191,269,5,318.77,0.02
383,2023-01-22 11:37:33,192,345,5,166.78,0.05
384,2023-07-21 16:13:27,192,76,5,49.59,0.24
385,2023-03-09 12:14:22,193,205,1,373.93,0.08
386,2023-09-14 15:49:09,193,293,2,243.06,0.12
387,2023-04-11 20:25:53,194,221,5,264.50,0.08
388,2023-06-15 20:58:19,194,177,1,209.72,0.06
389,2023-11-01 23:51:45,195,412,1,88.78,0.25
390,2023-08-15 22:41:21,195,80,2,462.49,0.21
391,2023-02-13 04:05:28,196,427,1,312.40,
392,2023-05-28 00:30:00,196,108,3,60.08,0.01
393,2023-10-03 07:42:50,197,73,2,376.43,0.19
394,2023-12-22 00:40:10,197,88,4,333.45,
395,2023-01-31 10:20:26,198,336,2,310.89,
396,2023-01-05 02:25:29,198,56,4,333.18,0.11
397,2023-01-10 10:38:57,199,162,4,193.45,0.03
398,2023-09-06 21:44:23,199,365,5,103.44,0.17
399,2023-01-12 01:26:50,200,10,2,155.94,0.22
400,2023-06-27 12:48:45,200,416,3,121.92,0.15
401,2023-02-01 22:47:03,201,285,3,445.75,0.01
402,2023-05-24 08:12:47,201,374,2,199.46,
403,2023-07-15 18:57:31,202,219,5,344.83,0.17
404,2023-06-09 22:02:26,202,351,3,70.23,0.17
405,2023-04-14 05:01:42,203,466,3,449.83,0.13
406,2023-03-16 23:53:33,203,61,5,162.16,0.28
407,2023-04-05 11:33:48,204,211,2,383.89,0.12
408,2023-06-05 16:07:45,204,14,3,98.03,
409,2023-11-10 22:27:44,205,14,3,308.12,0.07
410,2023-07-03 02:53:37,205,95,4,423.84,0.19
411,2023-07-18 17:53:34,206,392,4,100.66,
412,2023-01-08 09:49:30,206,91,4,337.31,0.06
413,2023-08-13 22:27:59,207,398,4,434.05,0.13
414,2023-01-22 22:08:02,207,275,4,200.10,0.17
415,2023-09-26 23:21:08,208,126,1,228.55,0.01
416,2023-09-23 19:34:59,208,493,4,24.43,0.23
417,2023-01-26 06:54:44,209,86,3,442.78,0.09
418,2023-08-05 10:43:10,209,331,5,346.53,0.14
419,2023-08-20 03:17:34,210,70,5,390.47,0.21
420,2023-07-21 15:03:26,210,104,3,93.54,0.21
421,2023-08-21 03:17:00,211,376,3,326.05,0.05
422,2023-03-05 03:19:12,211,363,1,318.87,
423,2023-07-16 18:37:45,212,468,5,192.45,0.23
424,2023-06-21 20:35:20,212,158,2,76.58,0.02
425,2023-06-08 16:14:51,213,104,3,63.19,
426,2023-01-02 22:40:00,213,414,3,,0.15
427,2023-01-03 22:08:09,214,41,4,296.49,0.12
428,2023-11-04 21:50:56,214,423,1,275.93,0.17
429,2023-04-17 01:46:51,215,438,2,328.37,
430,2023-01-17 21:02:51,215,214,5,460.59,
431,2023-04-02 05:52:26,216,91,3,347.30,0.24
432,2023-08-22 21:04:46,216,195,3,51.10,0.11
433,2023-02-04 15:33:30,217,441,5,238.05,
434,2023-05-21 11:59:10,217,293,5,108.87,0.02
435,2023-11-19 19:15:30,218,148,1,345.88,0.30
436,2023-08-07 22:10:02,218,315,3,289.70,0.28
437,2023-10-16 18:04:23,219,120,5,251.38,0.27
438,2023-12-29 10:34:34,219,321,2,,
439,2023-03-02 07:32:55,220,327,5,209.95,0.17
440,2023-04-19 00:24:40,220,154,2,130.94,
441,2023-09-17 20:01:28,221,292,3,61.35,0.12
442,2023-11-12 01:03:36,221,243,2,417.74,0.14
443,2023-01-19 23:30:26,222,172,2,315.46,0.16
444,2023-08-25 15:04:17,222,275,1,153.18,0.09
445,2023-01-10 07:34:57,223,497,5,400.77,0.11
446,2023-03-18 10:12:40,223,311,1,190.74,0.05
447,2023-07-19 06:49:20,224,364,5,392.26,0.26
448,2023-01-17 09:53:05,224,155,4,439.14,0.25
449,2023-04-21 19:07:05,225,104,3,190.24,
450,2023-02-17 16:09:26,225,98,5,,0.15
451,2023-06-24 17:36:09,226,481,5,167.03,0.03
452,2023-09-22 04:49:55,226,3,2,232.39,0.16
453,2023-06-09 01:36:11,227,393,5,169.98,0.03
454,2023-12-04 11:22:37,227,99,1,159.51,0.10
455,2023-05-27 10:04:21,228,77,5,223.35,
456,2023-03-22 09:57:46,228,106,1,,0.15
457,2023-10-05 12:45:16,229,126,5,75.07,0.08
458,2023-03-29 02:35:37,229,242,3,172.68,0.04
459,2023-12-12 01:50:13,230,457,1,47.63,0.21
460,2023-10-31 22:55:05,230,344,4,159.66,0.21
461,2023-10-01 02:51:35,231,50,4,50.99,0.21
462,2023-08-22 11:18:03,231,459,4,473.99,
463,2023-11-12 09:23:43,232,452,3,351.31,0.24
464,2023-06-16 16:30:12,232,237,4,,0.11
465,2023-03-29 10:16:36,233,419,3,68.06,
466,2023-02-24 11:51:52,233,212,5,397.25,0.12
467,2023-05-03 22:36:19,234,417,2,487.08,0.10
468,2023-12-22 21:30:59,234,121,4,220.50,0.16
469,2023-03-30 02:50:09,235,50,5,61.59,0.10
470,2023-08-16 06:24:51,235,417,3,39.46,
471,2023-11-02 13:47:44,236,419,3,331.78,
472,2023-03-13 21:08:42,236,316,1,332.14,0.09
473,2023-10-23 16:16:50,237,348,2,439.33,0.24
474,2023-06-05 15:49:40,237,434,3,293.45,0.15
475,2023-03-07 10:42:39,238,361,1,276.70,
476,2023-10-14 13:04:46,238,202,1,433.51,0.21
477,2023-11-17 11:34:57,239,72,4,220.42,0.05
478,2023-04-07 20:13:20,239,447,4,183.34,0.09
479,2023-12-10 04:34:15,240,454,2,,0.04
480,2023-09-07 23:57:15,240,413,4,72.21,
481,2023-08-01 16:36:12,241,420,5,313.51,0.13
482,2023-08-19 14:00:25,241,256,3,215.26,
483,2023-05-02 18:16:02,242,291,3,275.35,0.29
484,2023-09-05 13:25:10,242,374,1,481.06,
485,2023-09-27 10:10:24,243,323,4,264.06,0.07
486,2023-12-06 02:50:34,243,176,5,159.69,
487,2023-10-01 00:23:33,244,181,4,453.50,0.10
488,2023-05-31 10:31:47,244,373,2,,0.22
489,2023-10-16 09:28:56,245,150,1,291.18,0.20
490,2023-11-16 00:59:38,245,402,3,67.78,
491,2023-05-23 09:10:36,246,310,2,141.23,0.22
492,2023-03-31 21:32:44,246,121,2,188.03,0.23
493,2023-09-06 06:34:59,247,75,5,174.71,
